,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Mileage_bin
2331,15994,0,TOYOTA,Prius,2010,Sedan,No,Hybrid,1.8,180000.0,4,Variator,Front,04-May,Left wheel,Black,8,"(159000.0, 250000.0]"
2332,14113,0,TOYOTA,Aqua,2013,Hatchback,No,Hybrid,1.5,141000.0,4,Automatic,Front,04-May,Right-hand drive,Silver,4,"(111111.0, 159000.0]"
2333,18346,629,HYUNDAI,Elantra,2015,Sedan,Yes,LPG,1.6,31891.0,4,Automatic,Front,04-May,Left wheel,Grey,4,"(-0.001, 60000.0]"
2334,18503,631,MITSUBISHI,Pajero,1997,Jeep,No,Diesel,2.8,438886.75,4,Tiptronic,4x4,02-Mar,Right-hand drive,Black,2,"(250000.0, 438886.75]"
2335,13626,583,CHEVROLET,Cruze,2011,Sedan,Yes,Petrol,1.6,154148.0,4,Automatic,Front,04-May,Left wheel,Black,4,"(111111.0, 159000.0]"
2337,5645,640,SUBARU,XV,2013,Sedan,Yes,Petrol,2.0,105523.0,4,Automatic,4x4,04-May,Left wheel,Blue,0,"(60000.0, 111111.0]"
2338,549,1234,MAZDA,CX-9,2011,Sedan,Yes,Petrol,3.7,134157.0,6,Automatic,4x4,04-May,Left wheel,Black,12,"(111111.0, 159000.0]"
2339,4547,474,CHEVROLET,Volt,2013,Hatchback,Yes,Hybrid,1.4,150517.0,4,Automatic,Front,04-May,Left wheel,Black,0,"(111111.0, 159000.0]"
2340,188,781,FORD,Fusion,2012,Sedan,Yes,Petrol,2.5,216035.0,4,Automatic,Front,04-May,Left wheel,Grey,12,"(159000.0, 250000.0]"
2341,36899,1091,HYUNDAI,H1,2016,Minivan,Yes,Diesel,2.5,119098.0,4,Automatic,Front,04-May,Left wheel,Silver,4,"(111111.0, 159000.0]"
2342,1019,917,BMW,X5,2013,Jeep,Yes,Diesel,3.0,137802.0,6,Automatic,4x4,04-May,Left wheel,Black,0,"(111111.0, 159000.0]"
2343,15681,707,AUDI,A4,2011,Sedan,Yes,Petrol,2.0,190000.0,4,Tiptronic,4x4,04-May,Left wheel,Grey,12,"(159000.0, 250000.0]"
2344,12544,0,TOYOTA,Vitz,2012,Sedan,No,Petrol,1.0,106000.0,3,Automatic,Front,04-May,Left wheel,White,10,"(60000.0, 111111.0]"
2345,27911,779,TOYOTA,RAV 4,2013,Jeep,No,Petrol,2.5,83200.0,4,Automatic,4x4,04-May,Left wheel,Silver,0,"(60000.0, 111111.0]"
2346,17876,0,MERCEDES-BENZ,E 500,2004,Sedan,Yes,LPG,3.7,175000.0,8,Tiptronic,Rear,04-May,Left wheel,Black,8,"(159000.0, 250000.0]"
2347,14113,779,VOLKSWAGEN,Jetta,2013,Sedan,No,Petrol,2.5,154000.0,6,Tiptronic,Front,04-May,Left wheel,Black,6,"(111111.0, 159000.0]"
2348,8000,0,OPEL,Astra g,2000,Hatchback,No,Petrol,1.6,258000.0,4,Manual,Front,04-May,Left wheel,Black,4,"(250000.0, 438886.75]"
2349,8781,0,MERCEDES-BENZ,C 220,1999,Sedan,No,Diesel,2.2,319990.0,4,Manual,Rear,04-May,Left wheel,Silver,2,"(250000.0, 438886.75]"
2350,14269,1481,BMW,X5,2017,Jeep,Yes,Diesel,3.0,98726.0,6,Automatic,4x4,04-May,Left wheel,White,12,"(60000.0, 111111.0]"
2351,220,1327,TOYOTA,Camry,2018,Sedan,Yes,Petrol,2.5,60915.0,4,Automatic,Front,04-May,Left wheel,White,12,"(60000.0, 111111.0]"
2352,5200,0,VOLKSWAGEN,Passat,1999,Sedan,Yes,CNG,1.8,0.0,4,Manual,Front,04-May,Left wheel,Black,2,"(-0.001, 60000.0]"
2353,116036,1325,MERCEDES-BENZ,X 250,2019,Pickup,Yes,Diesel,2.5,102.0,4,Automatic,4x4,04-May,Left wheel,Silver,12,"(-0.001, 60000.0]"
2354,6586,0,TOYOTA,Corolla,2001,Sedan,No,Petrol,1.5,138000.0,4,Automatic,Front,04-May,Right-hand drive,Silver,2,"(111111.0, 159000.0]"
2355,10349,0,HONDA,FIT,2005,Hatchback,No,Petrol,1.3,156000.0,4,Automatic,Front,04-May,Right-hand drive,Silver,4,"(111111.0, 159000.0]"
2356,26657,0,BMW,528,2011,Sedan,Yes,Petrol,3.0,125000.0,6,Tiptronic,Rear,04-May,Left wheel,Silver,16,"(111111.0, 159000.0]"
2357,10036,5603,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,3.7,333686.0,4,Automatic,Front,04-May,Left wheel,Silver,4,"(250000.0, 438886.75]"
2358,25089,0,სხვა,IVECO DAYLY,2007,Microbus,No,Diesel,2.3,328000.0,4,Manual,Rear,04-May,Left wheel,White,1,"(250000.0, 438886.75]"
2360,21500,631,MERCEDES-BENZ,ML 280 სასწრაფოდ,2007,Jeep,Yes,Diesel,3.0,438886.75,6,Automatic,4x4,04-May,Left wheel,Black,8,"(250000.0, 438886.75]"
2363,14426,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,249112.0,6,Automatic,4x4,04-May,Left wheel,Grey,0,"(159000.0, 250000.0]"
2364,1254,1292,BMW,X6,2016,Jeep,Yes,Petrol,3.0,74674.0,6,Automatic,4x4,04-May,Left wheel,White,12,"(60000.0, 111111.0]"
2365,97219,0,BMW,640 GRAN-COUPE,2013,Sedan,Yes,Petrol,3.0,71000.0,6,Tiptronic,Rear,04-May,Left wheel,White,12,"(60000.0, 111111.0]"
2366,61154,0,LAND ROVER,Range Rover,2011,Jeep,Yes,Diesel,3.6,175000.0,8,Tiptronic,4x4,04-May,Left wheel,Black,12,"(159000.0, 250000.0]"
2367,18817,400,CHEVROLET,Volt,2018,Sedan,Yes,Hybrid,1.5,70720.0,4,Automatic,Front,04-May,Left wheel,Black,12,"(60000.0, 111111.0]"
2368,21012,1077,TOYOTA,CHR,2019,Jeep,Yes,Petrol,2.0,19834.0,4,Automatic,Front,04-May,Left wheel,Silver,12,"(-0.001, 60000.0]"
2369,11290,1277,HYUNDAI,Santa FE,2018,Sedan,Yes,Petrol,2.4,10990.0,4,Automatic,Front,04-May,Left wheel,Black,12,"(-0.001, 60000.0]"
2370,627,1024,NISSAN,Altima,2010,Sedan,Yes,Petrol,2.5,238342.0,4,Automatic,Front,04-May,Left wheel,Black,12,"(159000.0, 250000.0]"
2371,24775,777,TOYOTA,Camry SPORT,2014,Sedan,Yes,Petrol,2.5,96000.0,4,Tiptronic,Front,04-May,Left wheel,Grey,10,"(60000.0, 111111.0]"
2372,83107,1325,HYUNDAI,H1,2019,Microbus,Yes,Diesel,2.5,21442.0,4,Automatic,Front,04-May,Left wheel,White,4,"(-0.001, 60000.0]"
2375,45445,1249,CHEVROLET,Impala,2017,Sedan,Yes,Petrol,2.5,65496.0,4,Automatic,Front,04-May,Left wheel,Black,4,"(60000.0, 111111.0]"
2376,3136,271,TOYOTA,Prius C,2014,Hatchback,Yes,Hybrid,1.5,252442.0,4,Automatic,Front,04-May,Left wheel,Grey,0,"(250000.0, 438886.75]"
2377,25716,831,FORD,Transit,2011,Goods wagon,No,Diesel,2.4,117277.0,4,Manual,Rear,04-May,Left wheel,White,4,"(111111.0, 159000.0]"
2378,282,753,HYUNDAI,Sonata,2012,Sedan,Yes,Hybrid,2.4,93816.0,4,Automatic,Front,04-May,Left wheel,Black,0,"(60000.0, 111111.0]"
2379,11102,790,HYUNDAI,Elantra,2009,Sedan,Yes,Petrol,1.6,186434.0,4,Automatic,Front,04-May,Left wheel,Silver,4,"(159000.0, 250000.0]"
2381,7840,0,MERCEDES-BENZ,E 320,1997,Sedan,Yes,LPG,3.2,170000.0,6,Manual,Rear,04-May,Left wheel,Green,4,"(159000.0, 250000.0]"
2382,706,1234,MAZDA,CX-9,2011,Sedan,Yes,Petrol,3.7,271904.0,6,Automatic,4x4,04-May,Left wheel,Silver,12,"(250000.0, 438886.75]"
2383,13485,878,TOYOTA,Prius,2009,Hatchback,No,Hybrid,1.8,257000.0,4,Automatic,Front,04-May,Left wheel,Golden,6,"(250000.0, 438886.75]"
2384,11604,583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,51211.0,4,Automatic,Front,04-May,Left wheel,Black,4,"(-0.001, 60000.0]"
2385,12544,0,MITSUBISHI,Pajero IO,2000,Jeep,No,Petrol,2.0,15000.0,5,Automatic,4x4,04-May,Left wheel,White,4,"(-0.001, 60000.0]"
2387,28852,0,TOYOTA,Corolla,2014,Sedan,Yes,Petrol,1.6,112000.0,4,Tiptronic,Front,04-May,Left wheel,White,8,"(111111.0, 159000.0]"
2389,1500,0,TOYOTA,Hilux,2010,Pickup,Yes,Diesel,2.5,33200.0,4,Manual,4x4,04-May,Left wheel,White,4,"(-0.001, 60000.0]"
2390,5959,0,VOLKSWAGEN,Golf,2000,Sedan,No,CNG,1.6,187000.0,4,Manual,Front,04-May,Left wheel,Silver,4,"(159000.0, 250000.0]"
2391,33908,833,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,2.2,150000.0,4,Automatic,Front,04-May,Left wheel,Grey,4,"(111111.0, 159000.0]"
2392,13172,900,KIA,Optima,2015,Sedan,No,Petrol,2.4,111746.0,4,Automatic,Front,04-May,Left wheel,White,0,"(111111.0, 159000.0]"
2393,549,631,HYUNDAI,Elantra,2017,Sedan,Yes,Petrol,2.0,438886.75,4,Automatic,Front,04-May,Left wheel,Black,12,"(250000.0, 438886.75]"
2394,9722,609,TOYOTA,Camry,2018,Sedan,Yes,Hybrid,2.5,127515.0,4,Automatic,Front,04-May,Left wheel,Black,12,"(111111.0, 159000.0]"
2395,12544,0,OPEL,Astra,2005,Hatchback,No,Diesel,1.7,179000.0,4,Manual,Front,04-May,Left wheel,Silver,6,"(159000.0, 250000.0]"
2396,2500,0,VAZ,2106,1988,Sedan,No,Petrol,0.4999999999999998,0.0,4,Manual,Rear,04-May,Left wheel,Yellow,0,"(-0.001, 60000.0]"
2397,1568,1172,TOYOTA,Highlander,2011,Jeep,Yes,Hybrid,3.5,342622.0,6,Automatic,4x4,04-May,Left wheel,Black,12,"(250000.0, 438886.75]"
2398,627,1055,MERCEDES-BENZ,E 350,2013,Coupe,Yes,Diesel,3.5,0.0,6,Automatic,Rear,02-Mar,Left wheel,Silver,12,"(-0.001, 60000.0]"
2399,392,779,TOYOTA,Camry,2013,Jeep,Yes,Hybrid,2.5,438886.75,4,Automatic,Front,04-May,Left wheel,Black,12,"(250000.0, 438886.75]"
2400,9565,919,MERCEDES-BENZ,E 350,2012,Sedan,Yes,Diesel,3.0,171221.0,6,Automatic,Rear,04-May,Left wheel,Black,12,"(159000.0, 250000.0]"
2401,21285,691,HONDA,FIT,2017,Hatchback,Yes,Petrol,1.3,68415.0,4,Automatic,Front,04-May,Left wheel,Black,4,"(60000.0, 111111.0]"
2402,11290,843,TOYOTA,Prius,2008,Hatchback,No,Hybrid,1.5,188000.0,4,Variator,Front,04-May,Left wheel,Golden,7,"(159000.0, 250000.0]"
2404,10381,583,HYUNDAI,I30,2011,Hatchback,Yes,Diesel,1.6,56581.0,4,Automatic,Front,04-May,Left wheel,Black,4,"(-0.001, 60000.0]"
2406,4704,0,MERCEDES-BENZ,320,2000,Coupe,Yes,Petrol,3.2,320000.0,4,Automatic,Front,02-Mar,Left wheel,Black,4,"(250000.0, 438886.75]"
2407,16151,1018,BMW,328,2011,Sedan,Yes,Petrol,3.0,135000.0,6,Tiptronic,4x4,04-May,Left wheel,Silver,12,"(111111.0, 159000.0]"
2409,22580,889,KIA,Optima,2016,Sedan,Yes,Petrol,2.0,62876.0,4,Automatic,Front,04-May,Left wheel,White,4,"(60000.0, 111111.0]"
2410,941,586,TOYOTA,Prius,2012,Hatchback,Yes,Hybrid,1.8,0.0,4,Automatic,Front,04-May,Left wheel,Blue,12,"(-0.001, 60000.0]"
2411,55528,1017,HYUNDAI,Santa FE,2017,Jeep,Yes,Diesel,2.0,84315.0,4,Automatic,Front,04-May,Left wheel,Silver,4,"(60000.0, 111111.0]"
2413,9408,0,FORD,Transit,1999,Microbus,No,Diesel,2.5,270000.0,4,Manual,Rear,02-Mar,Right-hand drive,Blue,2,"(250000.0, 438886.75]"
2414,9565,631,TOYOTA,Highlander,2012,Jeep,Yes,Petrol,3.5,438886.75,6,Automatic,Front,04-May,Left wheel,Black,12,"(250000.0, 438886.75]"
2415,18503,749,KIA,Optima,2014,Sedan,Yes,Petrol,2.4,89920.0,4,Tiptronic,Front,04-May,Left wheel,Grey,12,"(60000.0, 111111.0]"
2416,59586,0,MERCEDES-BENZ,ML 350,2012,Jeep,Yes,Diesel,3.0,0.0,6,Tiptronic,4x4,04-May,Left wheel,Silver,12,"(-0.001, 60000.0]"
2417,25716,781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,107000.0,4,Automatic,Front,04-May,Left wheel,Black,12,"(60000.0, 111111.0]"
2418,5331,3268,GMC,Acadia,2007,Sedan,Yes,Petrol,3.7,438886.75,8,Automatic,Front,04-May,Left wheel,Black,12,"(250000.0, 438886.75]"
2419,13485,690,CHEVROLET,Cruze Premier,2016,Sedan,Yes,Petrol,1.5,112879.0,4,Automatic,Front,04-May,Left wheel,Black,8,"(111111.0, 159000.0]"
2420,22900,0,TOYOTA,Prius,2012,Hatchback,No,Hybrid,1.8,99000.0,4,Variator,Front,04-May,Left wheel,White,10,"(60000.0, 111111.0]"
2421,14454,583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,127500.0,4,Automatic,Front,04-May,Left wheel,White,4,"(111111.0, 159000.0]"
2422,22894,777,TOYOTA,Camry,2014,Sedan,No,Petrol,2.5,58400.0,4,Tiptronic,Front,04-May,Left wheel,Grey,12,"(-0.001, 60000.0]"
2423,31650,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,164805.0,4,Automatic,Front,04-May,Left wheel,White,4,"(159000.0, 250000.0]"
2424,6899,0,MERCEDES-BENZ,A 170,2006,Sedan,No,Petrol,1.7,149000.0,4,Tiptronic,Front,04-May,Right-hand drive,Carnelian red,6,"(111111.0, 159000.0]"
2425,10663,503,TOYOTA,Prius C,2012,Hatchback,Yes,Hybrid,1.5,130000.0,4,Automatic,Front,04-May,Left wheel,Sky blue,12,"(111111.0, 159000.0]"
2426,8000,875,TOYOTA,Vitz,2012,Hatchback,No,Petrol,1.0,80000.0,3,Variator,Front,04-May,Right-hand drive,Silver,2,"(60000.0, 111111.0]"
2427,5175,919,BMW,740,2012,Sedan,Yes,Petrol,3.0,199536.0,6,Automatic,Rear,04-May,Left wheel,Silver,12,"(159000.0, 250000.0]"
2428,7000,874,VOLKSWAGEN,UP,2013,Hatchback,No,Petrol,1.0,64000.0,3,Tiptronic,Front,04-May,Right-hand drive,White,2,"(60000.0, 111111.0]"
2429,14426,586,TOYOTA,Prius,2012,Sedan,No,Hybrid,1.8,127324.0,4,Automatic,Front,04-May,Left wheel,Black,5,"(111111.0, 159000.0]"
2430,220,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,317470.0,6,Automatic,4x4,04-May,Left wheel,Grey,12,"(250000.0, 438886.75]"
2431,17876,0,FORD,Transit,2008,Microbus,No,Diesel,2.4,160000.0,4,Manual,Rear,02-Mar,Left wheel,White,2,"(159000.0, 250000.0]"
2432,45633,765,SSANGYONG,REXTON,2015,Jeep,Yes,Diesel,2.0,59077.0,4,Automatic,Front,04-May,Left wheel,Black,4,"(-0.001, 60000.0]"
2433,9722,456,TOYOTA,Camry,2015,Sedan,Yes,Hybrid,2.5,241227.0,4,Automatic,Front,04-May,Left wheel,Silver,12,"(159000.0, 250000.0]"
2434,24123,642,HYUNDAI,Tucson,2012,Jeep,Yes,Diesel,2.0,169700.0,4,Automatic,Front,04-May,Left wheel,Silver,4,"(159000.0, 250000.0]"
2435,18817,0,RENAULT,Clio,2013,Hatchback,No,Diesel,1.5,0.0,4,Manual,Front,04-May,Left wheel,White,4,"(-0.001, 60000.0]"
2438,53154,1017,HYUNDAI,Santa FE,2017,Jeep,Yes,Diesel,2.0,105751.0,4,Automatic,Front,04-May,Left wheel,White,4,"(60000.0, 111111.0]"
2439,22266,631,MITSUBISHI,Outlander SPORT,2014,Jeep,No,Petrol,2.0,438886.75,4,Tiptronic,4x4,04-May,Left wheel,Black,10,"(250000.0, 438886.75]"
2440,1646,1172,CHEVROLET,Impala,2011,Sedan,Yes,Petrol,3.5,219043.0,6,Automatic,Front,04-May,Left wheel,Black,12,"(159000.0, 250000.0]"
2441,29323,765,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,2.0,81142.0,4,Automatic,Front,04-May,Left wheel,White,4,"(60000.0, 111111.0]"
2442,7840,1677,FORD,Transit,2003,Microbus,No,Diesel,2.0,240000.0,4,Manual,Front,>5,Left wheel,White,2,"(159000.0, 250000.0]"
2443,10036,475,FIAT,500L LONG,2012,Coupe,No,Petrol,1.4,83545.0,4,Automatic,Front,04-May,Left wheel,Black,12,"(60000.0, 111111.0]"
2444,26096,631,CHEVROLET,Orlando,2016,Jeep,Yes,LPG,2.0,438886.75,4,Automatic,Front,04-May,Left wheel,Black,4,"(250000.0, 438886.75]"
2445,23521,584,TOYOTA,Corolla,2014,Sedan,Yes,Petrol,1.8,75000.0,6,Tiptronic,Front,04-May,Left wheel,Black,10,"(60000.0, 111111.0]"
2446,10000,0,FORD,Transit,2002,Goods wagon,No,Diesel,2.0,135000.0,4,Manual,Front,04-May,Left wheel,White,2,"(111111.0, 159000.0]"
2447,18503,0,TOYOTA,Camry,2007,Sedan,Yes,Hybrid,2.4,248000.0,4,Automatic,Front,04-May,Left wheel,Red,6,"(159000.0, 250000.0]"
2451,19823,501,TOYOTA,Aqua,2014,Hatchback,Yes,Petrol,1.5,122727.0,4,Automatic,Front,04-May,Left wheel,Black,4,"(111111.0, 159000.0]"
2452,35899,770,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,1.7,186097.0,4,Automatic,Front,04-May,Left wheel,White,4,"(159000.0, 250000.0]"
2453,16935,777,FORD,Fusion,2014,Sedan,No,Petrol,2.5,130000.0,4,Automatic,Front,04-May,Left wheel,White,10,"(111111.0, 159000.0]"
2454,35438,1325,MAZDA,CX-9,2019,Sedan,Yes,Petrol,2.5,11746.0,4,Automatic,Front,04-May,Left wheel,Grey,12,"(-0.001, 60000.0]"
2455,1333,949,FORD,Ranger,2010,Pickup,Yes,Petrol,2.3,249683.0,4,Automatic,Rear,04-May,Left wheel,Grey,12,"(159000.0, 250000.0]"
2456,21012,0,KIA,Optima,2013,Sedan,Yes,Petrol,2.4,101037.0,4,Tiptronic,Front,04-May,Left wheel,Carnelian red,12,"(60000.0, 111111.0]"
2457,470,1750,TOYOTA,Highlander,2008,Jeep,Yes,Hybrid,3.3,182024.0,6,Automatic,4x4,04-May,Left wheel,Black,12,"(159000.0, 250000.0]"
2458,16778,707,HYUNDAI,Tucson,2011,Jeep,Yes,Diesel,2.0,83251.0,4,Automatic,Front,04-May,Left wheel,White,4,"(60000.0, 111111.0]"
2459,19914,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2.0,209744.0,4,Automatic,Front,04-May,Left wheel,White,4,"(159000.0, 250000.0]"
2460,12544,777,VOLKSWAGEN,Jetta,2014,Sedan,Yes,Petrol,2.5,127000.0,5,Tiptronic,Front,04-May,Left wheel,Black,12,"(111111.0, 159000.0]"
2462,43905,0,TOYOTA,CHR,2018,Jeep,No,Petrol,2.0,23400.0,4,Tiptronic,Front,04-May,Left wheel,Sky blue,12,"(-0.001, 60000.0]"
2463,22269,751,JEEP,Compass,2013,Jeep,Yes,Petrol,2.4,165000.0,4,Automatic,Front,04-May,Left wheel,Grey,4,"(159000.0, 250000.0]"
2464,9722,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2.0,438886.75,4,Automatic,Front,04-May,Left wheel,Orange,4,"(250000.0, 438886.75]"
2465,3607,900,CHRYSLER,200,2015,Sedan,Yes,Petrol,2.4,75486.0,4,Automatic,Front,04-May,Left wheel,Black,12,"(60000.0, 111111.0]"
2466,13987,642,CHEVROLET,Cruze,2012,Sedan,Yes,Diesel,2.0,104967.0,4,Automatic,Front,04-May,Left wheel,Grey,4,"(60000.0, 111111.0]"
2468,549,585,LEXUS,CT 200h,2013,Hatchback,Yes,Hybrid,1.8,65989.0,4,Automatic,Front,04-May,Left wheel,Silver,12,"(60000.0, 111111.0]"
2469,470,645,TOYOTA,Prius,2011,Jeep,Yes,Hybrid,1.8,353606.0,4,Automatic,Front,04-May,Left wheel,Grey,12,"(250000.0, 438886.75]"
2470,23521,777,TOYOTA,Camry,2014,Sedan,Yes,Petrol,2.5,88000.0,4,Tiptronic,Front,04-May,Left wheel,Black,11,"(60000.0, 111111.0]"
2471,1646,1104,JAGUAR,XJ,2015,Sedan,Yes,Petrol,3.0,54429.0,6,Automatic,4x4,04-May,Left wheel,White,12,"(-0.001, 60000.0]"
2472,13998,707,MITSUBISHI,Outlander,2011,Jeep,Yes,Petrol,2.0,100000.0,4,Tiptronic,4x4,04-May,Left wheel,Black,8,"(60000.0, 111111.0]"
2473,12544,0,SUZUKI,XL7,2005,Jeep,No,Petrol,2.7,150000.0,6,Automatic,4x4,04-May,Left wheel,White,4,"(111111.0, 159000.0]"
2474,16766,836,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,2.0,205000.0,4,Automatic,Front,04-May,Left wheel,Grey,4,"(159000.0, 250000.0]"
2475,22840,0,VOLKSWAGEN,Crafter,2007,Microbus,No,Diesel,2.5,200000.0,5,Manual,Rear,04-May,Left wheel,White,2,"(159000.0, 250000.0]"
2476,32302,1604,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Petrol,3.7,101424.0,8,Automatic,4x4,04-May,Left wheel,Grey,12,"(60000.0, 111111.0]"
2477,10976,0,FORD,Transit,1998,Microbus,No,Diesel,2.5,235000.0,4,Manual,Front,04-May,Left wheel,Grey,4,"(159000.0, 250000.0]"
2479,7840,0,JEEP,Liberty,2001,Jeep,No,Petrol,3.7,150000.0,6,Automatic,4x4,04-May,Left wheel,Red,0,"(111111.0, 159000.0]"
2480,35846,1249,HYUNDAI,H1,2017,Universal,Yes,Diesel,2.5,143629.0,4,Automatic,Front,04-May,Left wheel,Black,4,"(111111.0, 159000.0]"
2481,16935,503,TOYOTA,Prius C,2012,Hatchback,No,Hybrid,1.5,205712.0,4,Automatic,Front,04-May,Left wheel,Brown,8,"(159000.0, 250000.0]"
2482,4234,694,CHEVROLET,Aveo,2008,Sedan,Yes,Petrol,1.2,123232.0,4,Automatic,Front,04-May,Left wheel,White,4,"(111111.0, 159000.0]"
2483,41083,631,PORSCHE,Cayenne,2017,Jeep,Yes,Petrol,3.6,438886.75,6,Automatic,4x4,04-May,Left wheel,Black,12,"(250000.0, 438886.75]"
2484,12231,650,CHEVROLET,Cruze,2016,Sedan,No,Petrol,1.4,182880.0,4,Automatic,Front,04-May,Left wheel,Black,8,"(159000.0, 250000.0]"
2485,25559,631,VOLKSWAGEN,Passat sel,2011,Sedan,Yes,Petrol,2.5,438886.75,5,Automatic,Front,04-May,Left wheel,Black,6,"(250000.0, 438886.75]"
2486,6743,1236,HONDA,FIT HIBRID,2011,Hatchback,No,Hybrid,1.3,89421.0,4,Automatic,Front,04-May,Right-hand drive,Black,4,"(60000.0, 111111.0]"
2487,35309,730,SSANGYONG,Actyon,2016,Jeep,Yes,Diesel,1.6,112804.0,4,Automatic,Front,04-May,Left wheel,White,4,"(111111.0, 159000.0]"
2488,12858,0,TOYOTA,Aqua,2013,Sedan,No,Hybrid,1.5,160320.0,4,Automatic,Front,04-May,Right-hand drive,Silver,4,"(159000.0, 250000.0]"
2489,2038,353,TOYOTA,Prius,2015,Jeep,Yes,Hybrid,1.8,104795.0,4,Automatic,Front,04-May,Left wheel,White,12,"(60000.0, 111111.0]"
2490,12074,574,HONDA,Insight EX,2010,Sedan,No,Hybrid,1.3,222000.0,4,Tiptronic,Front,04-May,Left wheel,Grey,8,"(159000.0, 250000.0]"
2491,5802,505,FORD,Fusion,2018,Jeep,Yes,Hybrid,2.0,53013.0,4,Automatic,Front,04-May,Left wheel,Grey,12,"(-0.001, 60000.0]"
2492,157,1363,LEXUS,GX 460,2012,Jeep,Yes,Petrol,3.7,189704.0,8,Automatic,4x4,04-May,Left wheel,Grey,0,"(159000.0, 250000.0]"
2493,3136,0,AUDI,A6,1998,Sedan,Yes,Petrol,2.8,299689.0,6,Tiptronic,Front,04-May,Left wheel,Silver,6,"(250000.0, 438886.75]"
2494,19444,502,FORD,Fusion,2013,Sedan,No,Petrol,1.5,100000.0,4,Automatic,Front,04-May,Left wheel,Black,8,"(60000.0, 111111.0]"
2495,282,631,LEXUS,GX 470,2008,Jeep,Yes,Petrol,3.7,438886.75,8,Automatic,4x4,04-May,Left wheel,Black,0,"(250000.0, 438886.75]"
2496,15053,0,HAVAL,H6,2015,Jeep,Yes,Petrol,1.5,28000.0,4,Manual,Front,04-May,Left wheel,Black,12,"(-0.001, 60000.0]"
2497,16621,0,VOLKSWAGEN,CC R line,2011,Sedan,Yes,Petrol,2.0,177000.0,4,Automatic,Front,04-May,Left wheel,Black,12,"(159000.0, 250000.0]"
2499,100,0,BMW,X5,2005,Jeep,Yes,LPG,3.7,10000.0,8,Tiptronic,4x4,04-May,Left wheel,Silver,8,"(-0.001, 60000.0]"
2501,8467,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2.0,438886.75,4,Automatic,Front,04-May,Left wheel,Orange,4,"(250000.0, 438886.75]"
2502,45,0,HONDA,FIT,2006,Sedan,Yes,Petrol,1.3,180000.0,12,Automatic,Front,04-May,Right-hand drive,Black,2,"(159000.0, 250000.0]"
2504,54932,891,FORD,Taurus,2016,Sedan,Yes,Petrol,2.0,42554.0,4,Automatic,Front,04-May,Left wheel,Black,4,"(-0.001, 60000.0]"
2505,26971,1249,MAZDA,Mazda 6 TOURING,2017,Sedan,Yes,Petrol,2.5,31694.0,4,Automatic,Front,04-May,Left wheel,Black,10,"(-0.001, 60000.0]"
2506,9722,1211,BMW,328,2010,Sedan,Yes,Petrol,3.0,105000.0,6,Tiptronic,Rear,04-May,Left wheel,Grey,2,"(60000.0, 111111.0]"
2508,40142,1202,MITSUBISHI,Outlander,2017,Jeep,No,Petrol,2.4,60800.0,4,Variator,4x4,04-May,Left wheel,Grey,12,"(60000.0, 111111.0]"
2509,5950,0,MERCEDES-BENZ,E 220,2000,Sedan,Yes,Diesel,2.2,289350.0,4,Automatic,Rear,04-May,Left wheel,Green,6,"(250000.0, 438886.75]"
2510,15994,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2.0,240572.0,4,Automatic,Front,04-May,Left wheel,Silver,4,"(159000.0, 250000.0]"
2511,8154,585,TOYOTA,Prius,2013,Hatchback,Yes,Hybrid,1.8,173933.0,4,Automatic,Front,04-May,Left wheel,Silver,10,"(159000.0, 250000.0]"
2512,15681,631,BMW,X5,2005,Jeep,Yes,Petrol,3.7,438886.75,6,Automatic,Rear,04-May,Left wheel,Black,0,"(250000.0, 438886.75]"
2513,34074,639,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,2.0,154115.0,4,Automatic,Front,04-May,Left wheel,Grey,4,"(111111.0, 159000.0]"
2514,12858,0,TOYOTA,Prius,2007,Hatchback,No,Hybrid,1.5,122500.0,4,Variator,Front,04-May,Left wheel,Black,6,"(111111.0, 159000.0]"
2515,3136,475,CHEVROLET,Volt,2012,Hatchback,Yes,Hybrid,1.4,162190.0,4,Automatic,Front,04-May,Left wheel,Blue,0,"(159000.0, 250000.0]"
